Date,1101,1102,1103,1104,1108,1109,1110,1201,1203,1210,1213,1215,1216,1217,1218,1219,1220,1225,1227,1229,1231,1232,1233,1234,1235,1236,1240,1256,1258,1259,1262,1264,1268,1301,1303,1304,1305,1307,1308,1309,1310,1312,1313,1314,1315,1316,1319,1321,1323,1324,1325,1326,1333,1336,1337,1338,1339,1340,1402,1409,1410,1413,1414,1416,1417,1418,1419,1423,1432,1434,1435,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1449,1451,1452,1453,1454,1455,1456,1457,1459,1460,1463,1464,1465,1466,1467,1468,1470,1471,1472,1473,1474,1475,1476,1477,1503,1504,1506,1507,1512,1513,1514,1515,1516,1517,1519,1521,1522,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1535,1536,1537,1538,1539,1540,1541,1558,1560,1565,1566,1568,1569,1570,1580,1582,1583,1584,1586,1587,1589,1590,1591,1592,1593,1595,1597,1598,1599,1603,1604,1605,1608,1609,1611,1612,1614,1615,1616,1617,1618,1626,1701,1702,1704,1707,1708,1709,1710,1711,1712,1713,1714,1717,1718,1720,1721,1722,1723,1724,1725,1726,1727,1730,1731,1732,1733,1734,1735,1736,1737,1742,1752,1760,1762,1773,1776,1777,1781,1783,1784,1785,1786,1787,1788,1789,1795,1796,1799,1802,1805,1806,1808,1809,1810,1813,1815,1817,1902,1903,1904,1905,1906,1907,1909,2002,2006,2007,2008,2009,2010,2012,2013,2014,2015,2017,2020,2022,2023,2024,2025,2027,2028,2029,2030,2031,2032,2033,2034,2035,2038,2049,2059,2061,2062,2063,2064,2065,2066,2067,2069,2101,2102,2103,2104,2105,2106,2107,2108,2109,2114,2115,2201,2204,2206,2207,2208,2221,2227,2228,2230,2231,2233,2235,2236,2239,2243,2301,2302,2303,2305,2308,2312,2313,2314,2316,2317,2321,2323,2324,2327,2328,2329,2330,2331,2332,2337,2338,2340,2342,2344,2345,2347,2348,2349,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2362,2363,2364,2365,2367,2368,2369,2371,2373,2374,2375,2376,2377,2379,2380,2382,2383,2385,2387,2388,2390,2392,2393,2395,2397,2399,2401,2402,2404,2405,2406,2408,2409,2412,2413,2414,2415,2417,2419,2420,2421,2423,2424,2425,2426,2427,2428,2429,2430,2431,2433,2434,2436,2438,2439,2440,2441,2442,2443,2444,2448,2449,2450,2451,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2464,2465,2466,2467,2468,2471,2472,2474,2475,2476,2477,2478,2480,2481,2482,2483,2484,2485,2486,2488,2489,2491,2492,2493,2495,2496,2497,2498,2499,2501,2504,2505,2506,2509,2511,2514,2515,2516,2520,2524,2527,2528,2530,2534,2535,2536,2537,2538,2539,2540,2542,2543,2545,2546,2547,2548,2596,2597,2601,2603,2605,2606,2607,2608,2609,2610,2611,2612,2613,2614,2615,2616,2617,2618,2630,2633,2634,2636,2637,2640,2641,2642,2643,2701,2702,2704,2705,2706,2707,2712,2718,2719,2722,2723,2724,2726,2727,2729,2731,2732,2734,2736,2739,2740,2745,2748,2801,2809,2812,2816,2820,2823,2832,2834,2836,2838,2841,2845,2849,2850,2851,2852,2855,2867,2880,2881,2882,2883,2884,2885,2886,2887,2888,2889,2890,2891,2892,2897,2901,2903,2904,2905,2906,2908,2910,2911,2912,2913,2915,2916,2923,2924,2926,2928,2929,2936,2937,2939,3002,3003,3004,3005,3006,3008,3010,3011,3013,3014,3015,3016,3017,3018,3019,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031,3032,3033,3034,3035,3036,3037,3038,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049,3050,3051,3052,3054,3055,3056,3057,3058,3059,3060,3062,3064,3066,3067,3071,3073,3078,3081,3083,3085,3086,3088,3089,3090,3092,3093,3094,3095,3105,3114,3115,3118,3122,3128,3130,3131,3141,3144,3147,3149,3152,3162,3163,3164,3167,3169,3171,3176,3188,3189,3191,3202,3205,3206,3207,3209,3211,3213,3217,3218,3219,3221,3224,3226,3227,3228,3229,3230,3231,3232,3234,3236,3252,3257,3259,3260,3264,3265,3266,3268,3272,3276,3284,3285,3287,3288,3289,3290,3293,3294,3296,3297,3299,3303,3305,3306,3308,3310,3311,3312,3313,3317,3321,3322,3323,3324,3325,3332,3338,3339,3346,3354,3356,3360,3362,3363,3372,3373,3374,3376,3379,3380,3383,3388,3390,3402,3406,3413,3416,3419,3426,3431,3432,3434,3437,3438,3441,3443,3444,3450,3452,3454,3455,3465,3466,3479,3481,3483,3484,3489,3490,3491,3492,3494,3498,3499,3501,3504,3508,3511,3512,3515,3516,3518,3519,3520,3521,3522,3523,3526,3527,3528,3529,3530,3531,3532,3533,3535,3536,3537,3540,3541,3545,3546,3548,3550,3551,3552,3555,3556,3557,3558,3562,3563,3564,3567,3570,3576,3577,3579,3580,3581,3583,3587,3588,3591,3593,3594,3596,3605,3607,3609,3611,3615,3617,3622,3623,3624,3625,3628,3629,3630,3631,3632,3642,3645,3646,3652,3653,3661,3663,3664,3665,3666,3669,3672,3673,3675,3679,3680,3682,3684,3685,3686,3687,3689,3691,3693,3694,3698,3701,3702,3703,3704,3705,3706,3707,3708,3709,3710,3711,4102,4103,4104,4105,4106,4107,4108,4109,4111,4113,4114,4116,4119,4120,4121,4123,4126,4127,4128,4129,4130,4131,4133,4137,4138,4139,4141,4142,4144,4147,4148,4152,4153,4154,4155,4157,4160,4161,4162,4163,4164,4167,4168,4171,4173,4174,4175,4180,4183,4188,4190,4192,4198,4205,4207,4303,4304,4305,4306,4401,4402,4406,4413,4414,4415,4416,4417,4419,4420,4426,4429,4430,4432,4433,4438,4502,4503,4506,4510,4513,4523,4526,4527,4528,4529,4530,4532,4533,4534,4535,4536,4540,4541,4542,4543,4545,4549,4550,4551,4552,4554,4555,4556,4557,4560,4561,4562,4563,4566,4568,4609,4702,4706,4707,4711,4712,4714,4716,4720,4721,4722,4725,4726,4728,4729,4735,4736,4737,4739,4741,4743,4744,4745,4746,4747,4754,4755,4763,4764,4767,4803,4804,4806,4807,4903,4904,4905,4906,4907,4908,4909,4911,4912,4915,4916,4919,4924,4927,4930,4933,4934,4935,4938,4939,4942,4943,4944,4946,4947,4950,4952,4953,4956,4958,4960,4961,4966,4968,4971,4972,4973,4974,4976,4977,4979,4987,4989,4991,4994,4995,4999,5007,5009,5011,5013,5014,5015,5016,5102,5201,5202,5203,5205,5206,5209,5210,5211,5212,5213,5215,5220,5223,5225,5227,5230,5234,5243,5245,5251,5255,5258,5259,5263,5264,5269,5272,5274,5276,5278,5281,5284,5285,5287,5288,5289,5291,5299,5301,5302,5304,5305,5306,5309,5310,5312,5314,5315,5317,5321,5324,5328,5340,5344,5345,5347,5348,5349,5351,5353,5355,5356,5364,5371,5381,5383,5386,5388,5392,5398,5403,5410,5425,5426,5432,5434,5438,5439,5443,5450,5452,5455,5457,5460,5464,5465,5468,5469,5471,5474,5475,5478,5480,5481,5483,5484,5487,5488,5489,5490,5493,5498,5508,5511,5512,5514,5515,5516,5519,5520,5521,5522,5523,5525,5529,5530,5531,5533,5534,5536,5538,5543,5601,5603,5604,5607,5608,5609,5701,5703,5704,5706,5820,5864,5871,5876,5878,5880,5902,5903,5904,5905,5906,5907,6005,6015,6016,6020,6021,6023,6024,6026,6101,6103,6104,6108,6109,6111,6112,6113,6114,6115,6116,6117,6118,6120,6121,6122,6123,6124,6125,6126,6127,6128,6129,6130,6131,6133,6134,6136,6138,6139,6140,6141,6142,6143,6144,6146,6147,6148,6150,6151,6152,6153,6154,6155,6156,6158,6160,6161,6163,6164,6165,6166,6167,6168,6169,6170,6171,6172,6173,6174,6175,6176,6177,6179,6180,6182,6183,6184,6185,6186,6187,6188,6189,6190,6191,6192,6194,6195,6196,6197,6198,6199,6201,6202,6203,6204,6205,6206,6207,6208,6209,6210,6212,6213,6214,6215,6216,6217,6218,6219,6220,6221,6222,6223,6224,6225,6226,6227,6228,6229,6230,6231,6233,6234,6235,6236,6237,6238,6239,6240,6241,6242,6243,6244,6245,6246,6247,6248,6251,6257,6259,6261,6263,6264,6265,6266,6269,6270,6271,6274,6275,6276,6277,6278,6279,6281,6282,6283,6284,6285,6287,6288,6289,6290,6291,6292,6294,6404,6405,6409,6411,6412,6414,6415,6416,6417,6419,6426,6431,6432,6435,6438,6441,6442,6443,6446,6449,6451,6452,6456,6457,6461,6462,6464,6465,6469,6470,6472,6477,6482,6485,6486,6488,6492,6494,6496,6497,6499,6504,6505,6506,6508,6509,6510,6512,6514,6523,6525,6530,6531,6532,6533,6535,6538,6541,6542,6547,6548,6552,6556,6560,6561,6568,6569,6570,6573,6574,6576,6577,6578,6579,6581,6582,6591,6593,6594,6596,6603,6605,6609,6612,6613,6615,6616,6625,6640,6641,6654,6664,6803,7402,8011,8016,8021,8024,8027,8028,8032,8033,8034,8038,8039,8040,8042,8043,8044,8046,8047,8048,8049,8050,8054,8059,8064,8066,8067,8068,8069,8070,8071,8072,8074,8076,8077,8080,8081,8083,8084,8085,8086,8087,8088,8091,8092,8093,8096,8097,8099,8101,8103,8105,8107,8109,8110,8111,8112,8114,8121,8131,8147,8150,8155,8163,8171,8176,8182,8183,8201,8210,8213,8215,8222,8234,8240,8249,8255,8261,8271,8277,8279,8287,8289,8291,8299,8341,8342,8349,8354,8358,8367,8374,8383,8390,8401,8403,8404,8406,8409,8410,8411,8415,8416,8418,8420,8421,8422,8423,8424,8426,8427,8429,8431,8432,8433,8435,8436,8437,8440,8442,8443,8444,8446,8450,8454,8455,8462,8463,8464,8466,8467,8472,8473,8476,8477,8478,8480,8481,8482,8488,8489,8497,8499,8905,8906,8908,8913,8916,8917,8921,8923,8924,8926,8927,8928,8929,8930,8931,8932,8933,8934,8935,8936,8937,8938,8940,8941,8942,8996,9103,910322,910482,9105,910708,910861,9110,911608,911613,911616,911619,911622,911868,912000,912398,9136,9157,9188,9802,9902,9904,9905,9906,9907,9908,9910,9911,9912,9914,9917,9918,9919,9921,9924,9925,9926,9927,9928,9929,9930,9931,9933,9934,9935,9937,9938,9939,9940,9941,9942,9943,9944,9945,9946,9949,9950,9951,9955,9958,9960,9962
2012-03-31,125.11,163.97,314.15,199.88,224.23,326.3,288.36,239.33,179.43,139.56,269.86,123.91,102.41,151.4,151.96,300.5,330.8,163.66,345.69,130.47,190.11,411.61,251.01,266.48,166.47,102.78,,115.22,410.26,195.39,,,,308.32,315.66,226.53,227.65,235.23,620.68,144.98,119.15,131.61,141.31,409.13,518.54,223.82,133.49,122.35,166.54,315.86,862.2,239.89,168.99,157.88,275.89,196.81,115.95,,122.98,108.22,741.37,110.1,298.65,335.86,331.65,106.25,54.79,5311.1,107.38,186.13,17371.59,4192.62,114.59,2470.51,2091.8,267.84,134.82,156.12,59.7,199.35,499.64,937.03,125.44,92.87,365.67,778.09,304.37,436.33,114.65,45.51,112.14,108.87,133.96,420.33,127.39,257.73,159.49,130.98,174.47,546.83,171.55,55,249.29,154.91,55.4,157.4,241.92,151.22,224.23,103.97,132.72,106.59,164.87,194.62,109.43,162.78,346.68,156.2,171.23,104.42,90.92,213.48,190.32,115.22,182.1,244.94,142.83,668.38,174.55,175.79,201.29,119.22,270.81,57.82,113.86,263.87,126.94,209.89,237.42,319.79,149.37,,194.8,120.71,206.02,233,142.73,141.26,175.65,,113.98,142.82,300.15,,240.05,333.74,198.83,,246.4,103.68,185.62,108.5,187.26,181.17,146.04,410.92,274.21,182.79,140.38,144.46,329.47,90.5,158.26,101.34,118.74,211.6,186.24,267.64,135.53,195.11,144.72,2976.92,154.76,256.22,102.91,216.64,107.52,355.21,389.73,179.41,142.97,562.57,138.5,207.35,327.93,309.53,418.01,210.31,124,156.35,1084.3,161.63,85.85,,175.55,228.96,,366.35,129.45,,578.27,249.98,1628.45,265.69,219.56,698.21,102.86,,483.43,177.54,104.77,217.2,154.98,300.9,142.59,88.14,100.7,,253.86,77.33,113.34,305.13,54.73,120.29,102.57,118.03,132.36,124.95,28.72,231.48,178.6,116.81,110.52,82.37,218.35,219.18,118.98,123.05,147.14,176.27,136.61,287.76,50.42,510.79,179.43,147.94,289.94,230.3,248.47,144.12,127.12,113.06,376.93,171.83,248.55,180.49,,,275.12,,,120.09,196.78,205.08,153.85,141.73,258.43,405.43,293.73,122.75,268.06,199.11,106.14,269.32,176.71,118.2,167.92,261.57,474.25,220.7,249.6,252.06,196.67,,,,,162.31,245.9,197.83,132.39,182.47,95.39,185.3,119.54,148.93,126.95,121.69,115.03,142.24,260.24,151.67,42.12,202.7,184.97,174.93,406.41,548.32,160.52,100.12,125.9,181.78,157.55,8.79,127.29,173.17,111.72,130.1,222.45,180.36,116.98,167.51,3616.21,297.51,212.99,75.29,789.88,122.1,198.17,115.32,104.29,254.92,95.64,172.52,137.77,223.15,248.18,193.71,212.37,420.61,114.42,133.83,134.63,163.17,257.6,193.41,119.92,95.95,255.73,821.74,290.58,359.72,169.62,152.48,177.2,243.55,35.3,105.45,193.66,124.51,203.18,248.32,510.01,170.45,301.33,176.54,281.6,433.19,433.18,154.95,282.49,302.58,108.77,122.14,172.44,149.46,459.04,782.26,45.39,172.74,140.2,479.02,347.17,465.32,144.38,305.28,287.55,194.48,738.9,235.27,360.43,417.08,129.32,186.51,418.34,183.53,212.32,220.68,157.73,173.21,196.71,208.48,222.06,330.1,444.15,157.49,229.63,67.84,579.59,185.36,289.85,254.83,170.82,377.02,445.06,254.01,335.75,249.84,210.86,237.09,55.19,235,270.31,1082.58,269.81,178.64,127.43,99.86,189.74,139.8,150.63,128.12,145.11,111.36,1166.12,179.64,138.61,152.04,221.33,184.59,208.38,350.67,272.62,127.88,195.39,145.79,200.9,319.14,77.87,137.19,138.36,128.2,171.79,110.16,195.16,234.54,103.05,93.72,142.85,214.28,267.83,768.82,146.86,107.46,71.02,94.47,243.3,119.48,192.11,263.41,109.24,654.52,106.72,,,,123.26,68.54,180,,172.24,,789.06,228.34,181.86,83.48,1906.91,94.47,,615.04,218.96,399.68,291.23,60.75,,161.16,209.3,128.41,,,,,,,,1395.43,11030.09,599.86,357.24,287518.4,2630.75,315.13,75475.88,189290.1,731.67,126.89,710.38,362.74,592.08,3365.95,312.5,144.62,1017.86,1722.6,4684.77,11814.8,1413.9,2562.58,698.89,2911.72,4954.87,22356.62,42980.57,3602.19,2328.3,1781.48,,703.3,36.62,789.32,1072.86,316.42,112.09,103.71,172.13,94.04,140.11,81.34,525.88,243.52,283.15,94.58,,,,,,1266.45,303.77,123.71,143.66,745.56,318.76,161.77,191.92,108.36,454.23,172.72,950.16,153.46,267.17,169.33,222.16,215.71,154.98,174.57,532.17,220.48,212.95,204.06,220.26,377.47,673.02,229.06,161.62,228.65,352.38,177.92,187.34,237.9,215.16,358.34,174.3,117.66,139.07,69.96,234.29,164.85,149.28,96.11,311.77,91.34,131.89,188.76,320.76,144.14,142.43,114.65,165.7,226.32,253.87,215.24,84.52,346.26,198.88,330.27,181.83,,636.97,255.39,364.68,254.51,545.23,355.62,145.38,479.5,1871.91,79.07,166.02,261.98,153.09,317.22,,320.44,260.9,146.71,737.66,209.16,,201.6,941.62,186.34,189.83,216.66,169.61,821.67,271,328.11,488.74,268.39,202.6,120.86,315.07,290.07,183.7,137.2,188.06,399.53,166.44,493.88,561.71,225.19,144.49,830.61,419.24,756.02,156.13,107.55,114.81,153.28,253.24,179.18,174.03,500.33,621.68,237.87,249.03,495.76,132.42,101.47,,204.28,137.49,281.35,343.7,249.97,92.34,142.67,334.06,176.77,206.37,199.6,139.03,114.56,303.22,467.78,139.59,87.79,193.68,166.9,181.35,258.86,,332.42,255.2,125.61,160.53,633.25,,169.16,,297.35,554.91,135.48,160.1,220.72,285.04,488.52,,210.58,176.32,176.97,165.35,482.77,355.76,212.33,135.37,,218.55,127.03,,126.9,466.65,146.29,,424.11,280.32,262.91,207.96,194.52,53.18,337.9,601.72,92.5,422.6,162.04,84.28,170.19,228.04,293.51,450.84,125.89,,249.1,172.99,145.66,352.6,214.96,223.73,205.25,140.59,383.77,283.88,231.68,76.83,172.12,123.61,157.91,137.28,295.77,446.79,274.74,1186.32,,284.72,78.99,276.38,446.27,149.65,342.96,230.39,295.59,520.94,576.96,206.95,379.87,563.94,140.42,746.53,657.44,143.42,,100.33,440.06,208.43,210.02,509.43,125.72,434.6,78.88,138.7,,124.03,273.85,531.28,391.65,293.06,203.45,186.71,174.1,145.79,203.18,308.15,499.43,355.79,267.83,182.63,700.6,228.98,231.44,91.31,164.33,3048.12,349.56,416.06,273.87,212.82,356.83,445.9,,226.87,462.59,215.81,,323.82,,103.76,276.36,364.14,288.12,312.83,,189.38,179.52,424.6,182.49,770.85,137.5,147.74,173.94,113.1,145.65,133.28,326.8,301.95,136.33,,,,,,406.32,320.86,151.07,123.79,255.64,519.8,1048.56,236.42,241.26,154.63,232.08,,187.23,222.56,174.23,759.09,430.77,110.31,959.32,218.07,1004.09,1509.84,1662.44,,461.87,662.24,107.46,277.42,1447.46,,,626.08,186.3,903.13,270.57,,424.88,214.5,8346.44,182.1,156.26,,1308.96,,105.53,,,424.1,,,,,,451.71,186.12,134.8,146.51,374.2,150.17,123.55,95.87,840.08,2.22,421.65,50.97,112.67,121.31,141.51,649.72,125.37,295.28,133.9,294.45,,,60.38,84.48,227.23,234.09,185.36,222.19,171.59,125.95,192.04,399.86,132.36,166.24,210.6,118.95,144.87,174.77,,,,,,,,,,,,,,,,,,,,231.92,170.44,485.21,102.86,249.13,110.81,264.2,249.04,150.85,169.23,122.34,189.98,651.52,3477.94,118.66,225.68,202.21,293.4,141.47,,1593.86,,123.69,110.04,354.49,,,,,,,,,,222.37,142.23,1626.84,153,80.48,359.86,407.11,9463.75,178.56,116.14,386.23,231.07,226.06,97.53,173.42,307.04,66.66,292.26,142.55,191.74,269.65,82.75,266.15,177.83,555.31,157.75,354.6,,320.37,84.8,121.07,,432.95,,791.57,200.83,197.5,136.93,146.84,288.03,203.82,359.72,,,770.5,455.89,454.18,197.49,140.64,392.19,260,111.24,208.96,218.46,181.14,353.02,1180.77,356.74,186.27,198.05,147.46,1133.64,648.45,613.15,137.78,414.03,,,168.6,162.35,157.31,179.36,,,217.47,,,110.88,526.63,124.51,315.48,1005.72,521.08,,211.14,,,,190.24,,270.47,,,56.01,187.36,56.59,140.57,858.4,181.72,455.47,142.46,179.6,131.88,232.7,23.97,107.23,245.85,262.97,942.17,219.86,564.75,302.88,123.58,327.88,463.5,273.7,319.14,142.76,160.85,116.13,218.01,118.78,116.7,306.61,628.89,170.49,225.84,246.87,417.62,416.31,192.64,188.1,209.14,192.91,767.9,200.32,76.08,111.28,326.82,150.15,175.81,430.21,130.37,551.84,571.32,144.46,233.93,83.77,302.36,114.27,256.46,904.05,188.8,258.13,538.95,236.52,164.52,314.68,154.36,170.57,215.98,231.63,151,160.24,255.49,206.08,187.67,533.34,146.26,37.09,78.19,165.89,196.39,188.74,179.85,205.57,,1112.47,116.74,310.36,136.83,98.07,192.76,70.87,136.36,381.69,252.42,3033.05,,107.85,,,3618.28,76.72,80.86,183.78,309.52,238.48,66.43,141.07,119.51,120.13,464.34,162.41,113.5,120.52,,106.65,236.85,331.04,101.33,151.75,182.95,146.81,446.41,101.09,189.75,120.09,112.48,144.56,134.69,169.85,216.25,161.72,647.81,83.36,120.95,202.14,247.77,682.1,400.77,350.66,230.8,147.96,1453.15,300.99,169.42,254.92,95.67,130.37,270.41,150.83,254.39,211.29,120.3,149.46,154.48,151.84,180.62,212.57,426.37,103.57,300.88,378.56,197.02,165.33,262,337.35,180.89,114.23,163.46,682.67,158.24,1984.69,51.81,228.19,379.01,224.88,147.48,143.46,507.11,169,133.66,186.81,392.71,416.32,169.01,209.81,144,184.92,123.37,142.03,240.54,1048.19,326.25,151.48,439.96,871.39,4231.43,275.76,453.36,295.66,564.94,265.3,196.57,211.97,196.36,176.91,244.41,301.02,128.73,312.08,138.41,747.67,232.93,372.2,154.57,156.04,160.43,164.22,220.81,301.08,132.01,105.52,386.47,798.54,402.49,178.14,474.86,931.33,404.41,97.46,576.66,949.81,144.9,157.57,109.74,146.9,207.59,726.16,257.17,144.97,106.7,130.82,114.52,106.79,297.65,171.21,435.66,681.38,489.38,387.35,185.41,182.88,359.56,515.44,153.56,133.05,268.71,161.62,139.27,294.2,187.28,151.37,178.58,133.13,160.08,92.89,,195.66,225.44,225.18,315.47,68.81,,,182.21,,109.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.79,271.84,118.73,215.08,176.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.71,126.47,181.45,,,,,,,,,,271.8,,317.62,286.72,284.77,551.5,,,202.34,89.74,1011.37,135.63,291.29,380.16,206.37,335.49,166.68,457.11,397.41,516.77,273.63,291.35,426.98,238.12,155.06,155.31,133.05,123.7,294.14,118.8,167.88,691.42,155.62,175.03,67.48,309.72,353.91,188.76,151.12,121.91,251.45,379.24,184.71,386.54,312.37,255.88,144.36,77.13,267.73,113.12,317.9,160.83,116.19,465.04,108.04,129.53,323.99,210.54,115.38,140.03,145.63,,124.3,114.29,253.11,154.73,210.35,134.07,473.9,212.34,103.37,101.29,,166.38,140.76,168.24,179.96,277.19,249.46,334.13,,134.73,167.66,261.14,233.25,,,139.86,148.12,126.97,,243.11,167.05,222.03,126.39,169.64,347.56,174.39,244.33,217.28,300.35,,449.14,93.82,,137.27,875.3,383.54,389.47,220.98,215.56,224.21,,653.19,186.95,396.11,213.93,,,,,,161.73,,,,,,,,,,,,,,,,,,,,,168.89,201.1,70.12,233.85,131.98,187.59,174.15,201.59,264.41,175.17,73.16,105.05,223.27,172.86,150.22,85.54,135.76,106.19,219.69,445.32,563.33,137.56,133.1,62.41,142.44,144.69,,,,103.76,,139.16,,,,,,126.65,,,,,,,157.22,906.32,167.1,347.89,131.53,147.2,248.99,120.96,163.61,110.02,144.72,156.84,304.47,130.46,148.54,336.93,159.83,213.81,329.35,47.18,77.61,168.79,55.01,141.92,191.28,68.34,62.5,288.73,124.34,171.23,83.64,491.88,321.18,144.45,111.26,132.26,548.73,104.3,197.16,230.49,118.11,292.42,169.97
